"Product Name"," Product Code"," IMEI or Serial Numbers"," Expected"," Counted"
"Alphalok 2 mg",31401,,0,
"Alphagan P 0.0015",26818,,0,
"Alpatin 0.0005",15941,,0,
"Alpam 0.25 mg",195,,0,
"Alpam 0.5 mg",196,,0,
"Alovit Gold",32346,,0,
"Alovit BZ",32337,,0,
"Aloten Forte 5 mg+50 mg",785,,0,
"Aloten 5 mg+25 mg",784,,0,
"Aloran 5 mg",27839,,0,
"Alopin 5 mg",31446,,0,
"Alona 100 mg",28,,0,
"Aloglip 12.5 mg",30991,,30,
"Aloglip 6.25 mg",30990,,0,
"Aloglip 25 mg",30977,,30,
"Alofen 100 mg",17367,,0,
"Alodoben DS 400 mg",25456,,0,
"Alodia 25 mg",32414,,0,
"Alneed Plus",13258,,116,
"Alneed Gold",13393,,35,
Alneed,13225,,0,
"Almoxil 500 mg",6419,,0,
"Almoxil 125 mg/5 ml",6420,,0,
"Almoxil 250 mg",28134,,0,
"Adetil 250 mg",7158,,0,
"Alvenor 900 mg+100 mg",27269,,45,
"Alve 60 mg",517,,201,
"Alurol 100 mg",30124,,0,
"Aluric 100 mg",182,,0,
"Aluctin 30 mg",4165,,0,
"Alucil-S (400 mg+400 mg+30 mg)/5 ml",455,,0,
"Alucil-S 400 mg+400 mg+30 mg",492,,0,
"Altrum Silver",26719,,0,
"Altrum Gold",14746,,0,
"Altrip 6.25 mg",446,,20,
"Altrax 40 mg/5 ml",21448,,0,
"Altovas 10 mg",25540,,0,
"Altovas 20 mg",25541,,0,
"Altorec 10 mg",15416,,0,
"Alton 40 mg/vial",26546,,0,
"Alton 40 mg",1982,,0,
"Alton 20 mg",1981,,60,
"Alterin TR 100 mg",10939,,0,
"Alterin 50 mg",10938,,0,
"Altadin 0.0025",28396,,0,
"Alrin 60 mg",30539,,0,
"Alpro 400 mg",288,,0,
"Alprax XR 1 mg",200,,24,
"Alprax XR 2 mg",199,,50,
"Alprax 0.25 mg",197,,0,
"Alprax 0.5 mg",198,,61,
"Alphin DS 400 mg",286,,50,
"Alphapress XR 5 mg",29288,,40,
"Alphapress XR 2.5 mg",29287,,30,
"Alphapress 2 mg",2587,,90,
"Adetil 500 mg",7159,,0,
"Ambeexin 125 mg/5 ml",6422,,0,
"Ambeet 75 mg",536,,0,
"Ambeet 15 mg/5 ml",535,,0,
"Ambeeclox 500 mg",28015,,0,
"Ambeecal-D 500 mg+200 IU",28014,,0,
"Ambeecal 500 mg",28013,,0,
"Amason 0.5 mg",28012,,0,
"Amaryl M 1 mg+500 mg",26826,,30,
"Amaryl M 2 mg+500 mg",26827,,20,
"Amaryl 3 mg",5279,,15,
"Amaryl 2 mg",5278,,45,
"Amaryl 1 mg",5277,,45,
"Amaryl 4 mg",20726,,45,
"Amarin 45.5 mg/2 ml",11903,,0,
"Amarin 15 mg/5 ml",11902,,0,
"Amarin 22.7 mg",11901,,0,
"Amantril 100 mg",526,,20,
"AM 500 mg",8544,,0,
"AM 200 mg/5 ml",8545,,0,
"Alzolux DS 400 mg",25479,,0,
"Alzolam 0.5 mg",205,,166,
"Alzolam 0.25 mg",204,,95,
"Alzed 400 mg",289,,0,
"Alysa 5 mg",30466,,0,
"Alvolex 2 mg/5 ml",3426,,0,
Alvital,14722,,0,
"Alverin 60 mg",518,,0,
"Alverate 60 mg",17575,,0,
"Alveofact 45 mg/ml",29596,,0,
"Alvenor 450 mg+50 mg",22479,,50,
"Adempa 25",30076,,10,
"Ambrop 15 mg/5 ml",25504,,0,
"Ambronil 15 mg/5 ml",553,,10,
"Ambronil 6 mg/ml",554,,0,
"Ambronaaf 15 mg/5 ml",28784,,0,
"Ambromax 15 mg/5 ml",30542,,0,
"Ambrodex 15 mg/5 ml",30541,,0,
"Ambrisan 5 mg",524,,30,
"Ambrocod 15 mg/5 ml",25498,,0,
"Ambozin SR 75 mg",551,,0,
"Ambozin 15 mg/5 ml",550,,0,
"Amboxol 15 mg/5 ml",549,,0,
"Amboxol 6 mg/ml",25516,,0,
"Amboten 6 mg/ml",548,,0,
"Amboten 15 mg/5 ml",547,,0,
"Ambosil 6 mg/ml",546,,0,
"Ambosil 15 mg/5 ml",545,,0,
"Amboral 6 mg/ml",544,,0,
"Amboral 15 mg/5 ml",543,,0,
"Ambolyt 15ml",542,,2,
"Ambolyt 100ml",541,,12,
"Ambolos 15 mg/5 ml",540,,0,
"Ambolin 6 mg/ml",539,,0,
"Ambolin 15 mg/5 ml",4026,,0,
"Ambokof 6 mg/ml",25522,,0,
"Ambokof 15 mg/5 ml",538,,0,
"Ambix 15 mg/5 ml",537,,0,
"Amber 5 mg",32897,,0,
"Amber 10 mg",32896,,0,
"Ambeexin 125 mg/1.25 ml",28020,,0,
"Adempa 10 mg",30075,,9,
"Adelax 0.5 mg+10 mg",4320,,10,
"Amelex 0.5 mg+10 mg",20436,,0,
"Amela 0.01%+4%+0.05%",20418,,0,
"Amdova 5 mg+10 mg",715,,0,
"Amdopril 5 mg+20 mg",30578,,0,
"Amdopril 5 mg+10 mg",30577,,0,
"Amdopril 2.5 mg+10 mg",30576,,0,
"Amdopril 10 mg+20 mg",30575,,0,
"Amdoper 5 mg",639,,0,
"Amdocal Pro 2.5 mg+5 mg",30226,,50,
"Amdocal Plus 25",787,,70,
"Amdocal Plus 5 mg+50 mg",788,,85,
"Amdocal 10 mg",637,,120,
"Amdocal 5 mg",638,,210,
"Amdin Plus 5 mg+50 mg",786,,0,
"Amdin 5 mg",636,,0,
"Amdin 10 mg",27840,,0,
"Ambuterol 5 mg/5 ml",18093,,0,
"Ambryl 6 mg/ml",4030,,0,
"Ambryl 15 mg/5 ml",4029,,0,
"Ambroxol SR 75 mg",4027,,0,
"Ambroxol 15 mg/5 ml",4028,,0,
"Ambrox SR 75 mg",561,,30,
"Ambrox 6 mg/ml",560,,4,
"Ambrox 100ml",559,,4,
"Ambrotus 15 mg/5 ml",28673,,0,
"Ambroton 15 mg/5 ml",558,,0,
"Ambrotil 15 mg/5 ml",557,,0,
"Ambrosol 75 mg",30543,,0,
"Ambrosol 15 mg/5 ml",556,,0,
"Ambrosia 15 mg/5 ml",31447,,0,
"Adegut 10 mg",1500,,0,
"Amikin 100 mg/2 ml",569,,0,
"Amikast 10 mg",22586,,0,
"Amikast 5 mg",22585,,0,
"Amiflox DS 250 mg/5 ml",9135,,0,
"Amiflox 500 mg",9133,,0,
"Amiflox 250 mg",9132,,0,
"Amiflox 750 mg",9134,,0,
"Amifex 120 mg",20331,,0,
"Amifex 60 mg",20330,,0,
"Amifen 500 mg",11383,,0,
"Amifen 50 mg/5 ml",11384,,0,
"Amidol 370 mg/ml",21057,,0,
"Amidol 300 mg/ml",21058,,0,
"Amidol 370 mg/ml",21057,,0,
"AmiCoxib 90 mg",20098,,0,
"AmiCoxib 120 mg",20099,,0,
"Amiclo 12.5 mg+5 mg",29824,,40,
"AmiClean 15 mg",24604,,0,
"AmiClean 7.5 mg",24603,,0,
"Amicard Plus 5 mg+50 mg",789,,0,
"Amibac 500 mg/2 ml",568,,0,
"Amibac 100 mg/2 ml",30547,,0,
"Amfrad 500 mg",25857,,0,
"Amfrad 250 mg",25858,,0,
"Amfrad 125 mg/5 ml",25859,,0,
"Amezol 200 mg/5 ml",10059,,0,
"Amezol 400 mg",10058,,0,
"Ametrol-VT 100 mg+100 mg",15677,,0,
"Ametil 5 mg",4675,,0,
"Ameloss 5 mg",5181,,60,
"Amiron 15 mg",31622,,60,
"Amiron 7.5 mg",31621,,40,
"Amirid 400 mg",22457,,0,
"Amiquin 400 mg",9363,,0,
"Amipride 50 mg",29382,,0,
"Amipride 100 mg",32074,,0,
"Amipride 200 mg",32075,,0,
"Amiphin 2 gm/vial",32329,,0,
"Amiodarone Hameln 150 mg/3 ml",29600,,0,
"Aminosyn 0.1",14794,,0,
"Aminosteril N-Hepa 0.08",31118,,0,
"Aminosol iv 100ml",14769,,0,
"Aminosol Gold 7%+10%",27697,,0,
"Aminosin Plus 7%+10%",14793,,0,
"Aminosin 0.05",14792,,0,
"Aminophylline 100 mg",597,,0,
"Aminophylline 125 mg/5 ml",596,,0,
"Aminophylline 100 mg",597,,0,
"Aminomix 0.1",28228,,0,
"Aminomix 0.05",584,,0,
"Aminomax Gold 7%+10%",14768,,0,
"Aminomax 0.05",14767,,0,
"Amimax 500 mg/2 ml",28924,,0,
"Amimax 100 mg/2 ml",28923,,0,
"Amilin Plus 12.5 mg+5 mg",30452,,68,
"Amilin 25 mg",618,,497,
"Amilin 10 mg",617,,336,
"Amilax 0.5 mg+10 mg",4322,,0,
"Amilac 0.05",14766,,0,
"Adegut 5 mg/5 ml",1501,,0,
"Rimodep 300 mg",27658,,0,
"Amlotab 10 mg",17652,,0,
"Amlosun 5 mg",649,,0,
"Amlosin Plus 5 mg+25 mg",794,,0,
"Amlosin 5 mg",648,,0,
"Amlosartan 5 mg+160 mg",3084,,0,
"Amlosartan 10 mg+160 mg",3085,,0,
"Amlosartan 5 mg+80 mg",3083,,20,
"Amlopin 5 mg",647,,138,
"Amlopin 10 mg",646,,30,
"Amlohil 10 mg",30555,,0,
"Amlohil 5 mg",30556,,0,
"Amlocard Plus 5 mg+25 mg",791,,0,
"Amlocard Plus 5 mg+50 mg",792,,224,
"Amlocard 10 mg",643,,0,
"Amlocard 5 mg",642,,56,
"Amlobet 5 mg+50 mg",790,,0,
"Amlo 5 mg",640,,0,
"Amlip 5 mg+10 mg",29913,,0,
"Amlex 0.05",630,,0,
"Amlevo 5 mg",31511,,40,
"Amlevo 2.5 mg",30296,,20,
"Amival 0.5 mg+10 mg",4580,,0,
"Amitip 10 mg",28504,,0,
"Amitip 25 mg",28505,,0,
"Amit 10 mg",620,,0,
"Amit 25 mg",619,,0,
"Amisure 5 mg/2 ml",32415,,0,
Amisol,14772,,0,
"Amisol 0.05",14771,,0,
"Adegra 25 mg",32196,,0,
"Adegra 50 mg",5996,,0,
"Amoclav (1 gm+200 mg)/20 ml",880,,0,
"Amoclav 875 mg+125 mg",879,,0,
"Amoclav 500 mg+125 mg",888,,0,
"Amoclav (125 mg+31.25 mg)/5 ml",885,,0,
"Amocin 250 mg",6428,,0,
"Amocin 125 mg/5 ml",6430,,0,
"Amocin 500 mg",6429,,0,
"Amocil 250 mg",28206,,0,
"Amocil 125 mg/5 ml",6427,,0,
"Amocil 500 mg",6426,,0,
"Amocap 500 mg",6425,,0,
"Amocap 250 mg",6424,,0,
"Amocal-BZ 5 mg+10 mg",17711,,0,
"Amocal-AT 5 mg+50 mg",800,,84,
"Amocal 5 mg",657,,42,
"Amocal 10 mg",656,,0,
"Amobin 200 mg",22362,,0,
"Amobin 200 mg/5 ml",10061,,0,
"Amobin 400 mg",10060,,0,
"Amobet 0.0005",12604,,0,
"Amlozep 5 mg+10 mg",3066,,0,
"Amlovas VS 10 mg+160 mg",3088,,0,
"Amlovas VS 5 mg+160 mg",3087,,0,
"Amlovas VS 5 mg+80 mg",30589,,0,
"Amlovas AT 5 mg+50 mg",797,,90,
"Amlovas 10 mg",30557,,0,
"Amlovas 5 mg",651,,100,
"Amloten 5 mg+50 mg",796,,100,
"Amloten 5 mg+25 mg",795,,40,
"Amlotab 5 mg",650,,90,
"Adecin 500 mg",9102,,0,
"Amoxikil 500 mg",29569,,0,
"Amoxicon 500 mg",6447,,0,
"Amoxicon 125 mg/5 ml",6448,,0,
"Amoxicon 250 mg",6446,,0,
"Amoxic 250 mg",6441,,0,
"Amoxic 125 mg/5 ml",6443,,0,
"Amoxic 500 mg",6442,,0,
"Amox 250 mg",6436,,0,
"Amox 500 mg",6437,,0,
"Amox 125 mg/1.25 ml",6439,,0,
"Amox 125 mg/5 ml",6438,,0,
"Amovast 5 mg+10 mg",718,,0,
"Amotrex DS 800 mg",32198,,0,
"Amotrex 500 mg/100 ml",22333,,0,
"Amotrex 200 mg",10066,,0,
"Amotrex 400 mg",10067,,0,
"Amotrex 200 mg/5 ml",10068,,0,
"Amotid F 250 mg/5 ml",6434,,0,
"Amotid CL (125 mg+31.25 mg)/5 ml",31964,,0,
"Amotid CL 500 mg+125 mg",31965,,0,
"Amotid 250 mg",6431,,0,
"Amotid 500 mg",6432,,0,
"Amotid 125 mg/5 ml",6433,,0,
"Amotid 125 mg/1.25 ml",6435,,0,
"Amorox 15 mg/5 ml",25536,,0,
"Amogit 400 mg",10197,,0,
"Amodis 400 mg",10062,,269,
"Amodis 200 mg/5 ml",10064,,2,
"Amodis 500 mg/100 ml",10065,,0,
"Amoclav Forte (400 mg+57.50 mg)/5 ml",889,,0,
"Adecef DS 250 mg/5 ml",6783,,0,
"Amucef 200 mg",7470,,0,
"Amucef 100 mg/5 ml",7472,,0,
"Amtylin 10 mg",623,,0,
"Amtylin 25 mg",30553,,0,
"Amtinol Plus 5 mg+50 mg",805,,0,
"Amtinol 5 mg",663,,0,
"Amsiv 15 mg/5 ml",4031,,0,
"Ampress Plus 5 mg+50 mg",17688,,0,
"Ampress 5 mg",17642,,0,
"Ampre Plus 5 mg+25 mg",804,,0,
"Ampre 5 mg",661,,0,
"Ampol XR 665 mg",32794,,0,
"Ampol Plus 500 mg+65 mg",32324,,0,
"Ampirex 500 mg/vial",961,,0,
"Ampimet DS 125 mg/5 ml",958,,0,
"Ampimet 250 mg",956,,0,
"Ampimet 500 mg",957,,0,
"Ampil Plus 5 mg+50 mg",803,,0,
"Ampil 5 mg",660,,0,
"Ampexin 250 mg/vial",948,,0,
"Ampexin 500 mg/vial",949,,0,
"Amoxon 500 mg/vial",6462,,0,
"Amoxon 125 mg/5 ml",6459,,0,
"Amoxon 500 mg",6458,,0,
"Amoxon 250 mg",6457,,0,
"Amoxizen DS 500 mg",6455,,0,
"Amoxizen 125 mg/5 ml",6456,,0,
"Amoxizen 250 mg",6454,,0,
"Amoxima 125 mg/5 ml",6451,,0,
"Amoxima 500 mg",6450,,0,
"Adecef 125 mg/5 ml",6782,,0,
"Analac 10 mg",15301,,60,
"Analac 30 mg/ml",15302,,0,
"Analac 60 mg/2 ml",26720,,0,
"Anafranil 25 mg",4446,,0,
"Anaflex SR 500 mg",11411,,0,
"Anaflex Max 375 mg+20 mg",11536,,70,
"Anaflex Max 500 mg+20 mg",11537,,145,
"Anaflex 250 mg",11409,,20,
"Anaflex 500 mg",11410,,60,
"Anaflex 10% w/w",11412,,1,
"Anadol SR 100 mg",10685,,41,
"Anadol 100 mg",10687,,95,
"Anadol 100 mg/2 ml",10686,,30,
"Anadol 50 mg",10684,,131,
"Anacort 100 mg/2 ml",5779,,0,
"Anacare 1 mg",28354,,0,
"Anacaine HC (5 mg+30 mg)/gm",20850,,0,
"Anabolin 25 mg/ml",22721,,0,
"Amzith 500 mg",8547,,0,
"Amzith 250 mg",8546,,0,
"Amzith 200 mg/5 ml",8548,,0,
"Amynil 2 mg",5338,,0,
"Amynil 1 mg",5337,,0,
"AMX DS 250 mg/5 ml",17169,,0,
"AMX 125 mg/5 ml",6465,,0,
"AMX 500 mg",6464,,0,
"AMX 250 mg",6463,,0,
"Amuran 150 mg",1680,,0,
"Amupime 500 mg/vial",18679,,0,
"Adecef 500 mg",6781,,0,
"Anclog 75 mg",3217,,50,
"Ancliz 25 mg+50 mg",4625,,0,
"Ancipro 500 mg",9137,,0,
"Ancipro 250 mg",9136,,0,
"Ancipro 750 mg",9138,,0,
"Ancef Forte 250 mg/5 ml",6787,,0,
"Ancef 125 mg/5 ml",6786,,0,
"Ancef 500 mg",6785,,0,
"Ancef 125 mg/1.25 ml",6788,,0,
"Ancef 250 mg",6784,,0,
"Anaxyl 500 mg",3306,,0,
"Anaxyl 500 mg/5 ml",3307,,0,
"Anastrol 1 mg",17244,,0,
"Anasec 40 mg/vial",1801,,0,
"Anasec 20 mg",1800,,0,
"Anaroxyl 5 mg/ml",410,,0,
"Anaroxyl 2.5 mg",409,,0,
"Anaprox 500 mg+20 mg",29240,,0,
"Anapril 5 mg",2600,,0,
"Anapril 10 mg",2601,,0,
"Anapol Plus 500 mg+65 mg",10636,,0,
"Anapol 120 mg/5 ml",23508,,0,
"Anamet 200 mg/5 ml",10070,,0,
"Anamet 400 mg",10069,,0,
"Analpain 120 mg/5 ml",10400,,0,
"Analpain 500 mg",10399,,0,
"Analpain 80 mg/ml",10401,,0,
"Analor 10 mg",12190,,0,
"Analgen 100 mg",29,,0,
"Adecard 6 mg/2 ml",240,,0,
"Anfasil 50 mg",9819,,0,
"Anfasil 150 mg",9820,,0,
"Anetol 50 mg",30608,,0,
"Anet 10 mg",1505,,0,
"Anet 5 mg/5 ml",1506,,0,
"Anestho 500 mg/vial",30500,,0,
"Anestho 1 gm/vial",30501,,0,
"Anespine 0.5%+8%",15525,,0,
"Anema 133ml",17107,,0,
"Anefer 200 mg/10 ml",29463,,0,
"Anefer 100 mg/5 ml",13133,,1,
"Androcap 40 mg",5942,,39,
"Andriol TestoCaps 40 mg",28954,,0,
"Andepram 10 mg",19366,,0,
"Andepram 5 mg",30872,,0,
"Andep 50 mg",4522,,0,
"Andep 100 mg",24433,,5,
"Andep 25 mg",24432,,50,
"Ancotil 3 mg",4240,,0,
"Ancor Plus 5 mg+6.25 mg",2908,,30,
"Ancor A 2.5 mg+5 mg",27561,,0,
"Ancor Plus 2.5 mg+6.25 mg",2907,,60,
"Ancor 2.5 mg",2472,,105,
"Ancor 5 mg",2473,,70,
"Ancor 10 mg",2474,,0,
"Ancopan 10 mg",1340,,0,
"Ancopan 20 mg",1341,,0,
"Ancoc 125 mg/5 ml",6217,,0,
"Ancoc 500 mg",6216,,0,
"Ancoc 250 mg",6215,,0,
"Adebrox 15 mg/5 ml",30540,,0,
"Angitrim MR 35 mg",25135,,0,
"Angiten 25 mg",2595,,0,
"Angitan Plus 50 mg+12.5 mg",21878,,0,
"Angitan 50 mg",21829,,0,
"Angist SR 2.6 mg",3011,,40,
"Angirid MR 35 mg",3132,,60,
"Angipro 50 mg",29165,,0,
"Anginox MR 35 mg",25133,,0,
"Angin 75 mg",3355,,0,
"Angimil SR 240 mg",3116,,0,
"Angimil 80 mg",3115,,0,
"Angimil 40 mg",3114,,0,
"Angimet MR 35 mg",3130,,0,
"Angimet 20 mg",3129,,0,
"Angilock Plus 50 mg+12.5 mg",2934,,75,
"Angilock Plus 100 mg+12.5 mg",2935,,40,
"Angilock Plus 100 mg+25 mg",2936,,60,
"Angilock 100 mg",2699,,105,
"Angilock 50 mg",2698,,100,
"Angilock 25 mg",2697,,30,
"Angifix 20 mg",30125,,0,
"Angicard 0.5 mg",3010,,42,
"Angical 5 mg+50 mg",806,,0,
"Angesic 10 mg",15303,,0,
"Angenta 0.5 mg+10 mg",4324,,202,
"Angela PIL",29289,,28,
"Anfree 0.5 mg",4323,,0,
"Anfenac 0.001",11118,,0,
"Anfasil 50 mg/5 ml",9821,,0,
Adcovit,27317,,0,
"Anpar 0.01",10044,,0,
"Anoxiv 6 mg+200 mg+50 mg",14055,,0,
"Anoxa 10 mg",30488,,0,
"Anotic 0.5 mg+10 mg",4325,,0,
Anosil,29813,,0,
"Anosea Plus 25 mg+50 mg",4626,,0,
Anorel,2425,,0,
"Anolol 50 mg",30609,,0,
"Anolol 100 mg",30610,,0,
"Anol 50 mg",2469,,0,
"Anol 50 mg",2469,,0,
"Anofer 100 mg/5 ml",13134,,0,
"Anodyne SR 100 mg",10941,,16,
"Anodyne Plus (75 mg+20 mg)/2 ml",10943,,0,
"Anodyne 0.001",11119,,0,
"Anodyne 50 mg",10940,,0,
"Anodyne 1% w/w",10942,,0,
"Anobac 300 mg",8857,,0,
"Anlet Plus 75 mg+75 mg",19521,,0,
"Anlet 75 mg",3218,,0,
"Anleptic CR 200 mg",4797,,50,
"Anleptic 100ml",4798,,2,
"Anitid 150 mg",24195,,0,
"Anitid 75 mg/5 ml",27319,,0,
"Anin Plus 50 mg+12.5 mg",2937,,0,
"Anin 50 mg",2700,,0,
"Animet 50 mg+0.50 mg+61.80 mg",13336,,0,
"Anilic 200 mg",25013,,25,
"Anib 40 mg",30465,,0,
"Angivent MR 35 mg",3133,,80,
"Adcal D 500 mg+200 IU",14401,,0,
"Adarbi 80 mg",16324,,0,
"Antacid Max 400 mg+400 mg+30 mg",494,,0,
"Antacid 250 mg+400 mg",17511,,0,
"Antac 75 mg/5 ml",1682,,0,
"Antac 150 mg",1681,,0,
"Antac 50 mg/2 ml",1683,,0,
"Ansulin R 100IU Vail",16759,,3,
"Ansulin R 40 IU/ml",16758,,0,
"Ansulin R 100IU Vail",16759,,2,
"Ansulin N 100IU Vail",16786,,3,
"Ansulin 50/50 100IU Vail",16806,,5,
"Ansulin 30%+70% in 100 IU/ml",16804,,0,
"Ansulin 50/50 100IU Vail",16806,,2,
"Ansulin 30%+70% in 40 IU/ml",16802,,2,
"Ansulin 30%+70% in 100 IU/ml",16804,,5,
"Anset 8 mg/4 ml",4718,,0,
"Anset 16 mg",4719,,10,
"Anset 4 mg",4715,,42,
"Anset 8 mg",4716,,47,
"Anset 4 mg/5 ml",4717,,0,
"Anril SR 2.6 mg",3013,,20,
"Anril 50 mg/10 ml",3015,,0,
"Anril 400 mcg/spray",3014,,2,
"Anreb Plus 50 mg+12.5 mg",2938,,0,
"Anreb Plus 100 mg+12.5 mg",2939,,0,
"Anreb 50 mg",2702,,0,
"Anreb 25 mg",2701,,0,
"Anquil 7.5 mg",4169,,0,
"Anquil 15 mg/3 ml",22496,,0,
"Anquil 15 mg",4170,,0,
"Anplat 75 mg",27974,,0,
"Adarbi 40 mg",16321,,0,
"Antison 0.5 mg+10 mg",4326,,0,
"Antismin 2 mg/5 ml",31449,,0,
"Antiscar 100 mg+50 IU+10 mg",32095,,2,
"Antipro 400 mg",10071,,0,
"Antipro 200 mg/5 ml",27799,,0,
"Antiplet 75 mg",3220,,0,
"Antima 400 mg",7474,,0,
"Antima 100 mg/5 ml",7475,,0,
"Antima 200 mg",7473,,0,
"Antigrain 0.5 mg",10798,,0,
"Antigall 150 mg",25175,,0,
"Antigall 300 mg",25176,,0,
"Antif DS 250 mg/5 ml",27797,,0,
"Antif 250 mg",6466,,0,
"Antif 500 mg",6467,,0,
"Antif 125 mg/1.25 ml",27798,,0,
"Antif 125 mg/5 ml",27796,,0,
"Anti-R 150 mg",24203,,0,
"Anthisan 0.02",30481,,0,
"Anthel DS 400 mg",292,,0,
"Antepsin 1000 mg",2274,,0,
"Antazol Plus (2.6 mg+0.0325 mg)/spray",16294,,3,
"Antazol 0.0005",16256,,9,
"Antazol 0.001",16257,,13,
"Antanil Plus (200 mg+400 mg+30 mg)/5 ml",496,,100,
"Antanil Plus 400 mg+400 mg+30 mg",495,,0,
"Antanil 250 mg+400 mg",459,,0,
"Antanil (200 mg+400 mg)/5 ml",26587,,2,
"Antaluk 10 mg",22650,,0,
"Antage 200 mg+200 mg",25392,,0,
"Adapel 0.001",169,,7,
"Apain Plus (75 mg+20 mg)/2 ml",10945,,0,
"Apagrel 10 mg",29135,,0,
"Apagrel 5 mg",32644,,0,
"Anzole 200 mg/5 ml",10074,,0,
"Anzole 400 mg",10073,,0,
"Anzitor 10 mg",1118,,90,
"Anzitor 40 mg",1120,,0,
"Anzitor 20 mg",27525,,30,
Anzet,4327,,168,
"Anxitol 0.5 mg+10 mg",20439,,0,
"Anxirel 3 mg",4243,,0,
"Anxionil 3 mg",4242,,0,
"Anxio 3 mg",4241,,0,
"Anxino 0.5 mg+10 mg",29912,,20,
"Anxicon 0.5 mg+10 mg",20452,,0,
"Anvert 25 mg+50 mg",4645,,0,
"Anuva 50 mg",11136,,0,
"Anustat 15g",2426,,3,
"Antuss Plus (100 mg+1.1 mg+14 mg)/5 ml",4133,,0,
"Antrin 10 mg",11919,,0,
"Antrenyl 5 mg",1424,,0,
"Antrenex 5 mg",1423,,205,
"Antox 6 mg+200 mg+50 mg",29713,,0,
"Antoris MR 35 mg",3134,,21,
"Antogin ER 500 mg",29290,,60,
"Antixa 2.5 mg",32660,,0,
"Antixa 5 mg",32661,,0,
Antivenom,16684,,0,
"Antiva 10 mg",179,,0,
"Antista 2 mg/5 ml",11802,,3,
"Adam 33 5 mg",5792,,0,
"Apiban 5 mg",32658,,0,
"Aphrin 500 mg",6789,,0,
"Aphrin 125 mg/5 ml",6790,,0,
Apevit-Z,14676,,0,
Apevit-M,14069,,0,
Apevit-B,13742,,0,
Apevit-B,13742,,0,
"Apetryl 200 mg/5 ml",10076,,0,
"Apetryl 400 mg",10075,,0,
"Apetiz 160 mg",17329,,0,
"Apetiz 200 mg/5 ml",29397,,3,
"Apemilast 30 mg",29136,,0,
"Apemilast 10 mg",29137,,0,
"Apegestrol 160 mg",16612,,0,
"Apefol TR 150 mg+0.5 mg+61.8 mg",13280,,0,
"Apedom 5 mg/5 ml",1508,,0,
"Apedom 10 mg",1507,,0,
"Apeclo SR 200 mg",31,,0,
"Apeclo 100 mg",30,,0,
"Apdox 100 mg",8369,,0,
"Apcocid 250 mg+400 mg",460,,0,
"Apcetrim 400 mg+80 mg",28162,,0,
"Apcetrim (200 mg+40 mg)/5 ml",8988,,0,
"Apcard 50 mg",1062,,0,
"Aparkin 50 mg+12.5 mg",29449,,120,
"Aparkin 100 mg+25 mg",29450,,48,
"Aparkin 200 mg+50 mg",29451,,0,
"Apalene 0.001",171,,0,
"Apain-TR 100 mg",10944,,0,
"Apain-MS 75 mg+200 mcg",11642,,0,
"Adam 33 20 mg",5793,,0,
"Apoket 10 mg",15305,,0,
"Apodin 5% w/w",12856,,0,
"Apodin 10% w/v",12845,,0,
Apocal-DM,14510,,0,
"Apocal-D 500 mg+200 IU",14403,,0,
"Apnac SR 100 mg",10946,,0,
"Apnac 50 mg",28129,,0,
"Apnac 50 mg",28129,,0,
"APN 1000ml 10%+0.225%",71954107,,10,
Aplex,13744,,0,
"Apixan 5 mg",29368,,30,
"Apixan 2.5 mg",29367,,40,
"Apixa 2.5 mg",31029,,0,
"Apixa 5 mg",31030,,0,
"Apitone 200 mg/5 ml",13118,,0,
"Apitac 100 mg",32,,0,
"Apit 40 mg",28374,,0,
"Apit 160 mg",28375,,0,
"Apirent 0.2",30975,,0,
"Apimox 125 mg/5 ml",6473,,0,
"Apimox 500 mg",6472,,0,
"Apimox 250 mg",6471,,0,
"Apimox 125 mg/1.25 ml",6474,,0,
"Apilast 10 mg",25989,,0,
"Apilac 10 mg",15304,,0,
"Apidra SoloStar 100unit PEN",16780,,4,
"Apidra 100unit penfil",26828,,2,
"Apidone 5 mg/5 ml",27321,,0,
"Apidone 10 mg",27320,,0,
"Adalimab 40 mg/0.8 ml",29134,,0,
"Adair 500 mcg",24308,,0,
"Apuldon 10 mg",1509,,30,
"Apuldon 5 mg/ml",1511,,0,
"Apuldon 5 mg/5 ml",1510,,3,
"Aptrim 800 mg+160 mg",16928,,0,
"Aptrim (200 mg+40 mg)/5 ml",8989,,0,
"Aptofen 1 mg/5 ml",21301,,0,
"Aptin M 50 mg+850 mg",25246,,30,
"Aptin M 50 mg+500 mg",25245,,35,
"Aptin 50 mg",25237,,0,
"APT 75 mg",3221,,0,
"Apsol 0.05",631,,0,
"Aprodex 5ml Eye Drops",15819,,0,
"Aprocin 60ml",9144,,5,
"Aprocin 0.003",9103,,0,
"Aprocin 0.003",9103,,0,
"Aprocin 500 mg",9142,,8,
"Aprima 30 mg",27583,,0,
"Aprima 10 mg",25987,,20,
"Aprila 10 mg",26606,,0,
"Aprila 30 mg",25986,,0,
"Apridex 40 mg",30309,,0,
"Apresin 0.5 mg+10 mg",4583,,0,
"Appras 10 mg",23792,,0,
"Appras 5 mg",23793,,0,
"Apozyth 500 mg",8549,,0,
"Apozyth 200 mg/5 ml",25587,,0,
"Apoxyclav 500 mg+125 mg",17778,,0,
"Apoxyclav (125 mg+31.25 mg)/5 ml",17779,,0,
